subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grlsYRNIC1RR,0,2014-12,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsYRNIC1RR,1,2015-12,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsYRNIC1RR,2,2016-11,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsYS5D3CVV,0,2014-03,Very active,Once/day,Greater than 60 minutes,Brisk,0,0,1,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsYS5D3CVV,1,2015-04,Moderate,Once/day,Greater than 60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYS5D3CVV,2,2016-05,Very active,Once/day,10-30 minutes,Brisk,0,1,1,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYSCKJPUU,0,2014-10,Moderate,Once/day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsYSCKJPUU,1,2016-02,Moderate,Once or twice/week,30-60 minutes,Average,1,1,0,,0,,,,Occasionally
grlsYSE2T1LL,0,2014-08,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYSE2T1LL,1,2016-01,Very active,More than once a day,30-60 minutes,Average,1,1,1,,0,,,,Occasionally
grlsYSE2T1LL,2,2017-01,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsYSOOJWSS,0,2013-09,Very active,Once/day,Less than 10 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYSYXJN00,0,2014-04,Moderate,More than once a day,30-60 minutes,Brisk,1,1,1,,0,,,,Frequently
grlsYSYXJN00,1,2015-03,Moderate,More than once a day,30-60 minutes,Brisk,1,1,0,,0,,,,Frequently
grlsYSZQQYUU,0,2014-07,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsYSZQQYUU,1,2015-08,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYT67SDAA,0,2014-12,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsYT67SDAA,1,2016-01,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYT67SDAA,2,2017-01,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYTA0SGJJ,0,2013-03,Very active,More than once a day,30-60 minutes,Brisk,1,1,0,,0,,,,Frequently
grlsYTA0SGJJ,1,2014-07,Moderate,More than once a day,10-30 minutes,Brisk,1,1,1,,0,,,,Occasionally
grlsYTFYREXX,0,2013-06,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYTFYREXX,1,2014-07,Very active,Once or twice/week,30-60 minutes,Average,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsYTFYREXX,2,2015-06,Moderate,Less than once/month,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsYTIKZWII,0,2014-09,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsYTIKZWII,1,2015-10,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYTIKZWII,2,2016-10,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYTYPTSQQ,0,2013-03,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYTYPTSQQ,1,2014-04,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYTYPTSQQ,2,2015-06,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsYUP0V9VV,0,2014-11,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYUP0V9VV,1,2015-12,Moderate,Once or twice/week,Less than 10 minutes,Average,1,0,0,,0,,,,Frequently
grlsYUP0V9VV,2,2016-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYVZRBDQQ,0,2013-07,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYVZRBDQQ,1,2014-08,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYVZRBDQQ,2,2015-08,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsYW0MLUU,0,2014-06,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grlsYW0MLUU,1,2015-08,Little,Less than once/month,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsYW0MLUU,2,2016-08,Moderate,Less than once/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYW39DCFF,0,2014-11,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYW39DCFF,1,2015-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsYW39DCFF,2,2016-11,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsYWX7H3EE,0,2014-09,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYWX7H3EE,1,2015-09,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYWX7H3EE,2,2016-09,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYXQ10OHH,0,2013-02,Very active,More than once a day,Greater than 60 minutes,Jog,1,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsYXQ10OHH,1,2014-03,Very active,More than once a day,30-60 minutes,Run,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsYXQ10OHH,2,2015-02,Very active,More than once a day,30-60 minutes,Run,1,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsYY0S6W44,0,2014-11,Very active,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsYY0S6W44,1,2015-11,Very active,Once or twice/week,Greater than 60 minutes,Average,0,1,1,,0,,,,Never
grlsYY0S6W44,2,2016-11,Very active,Once or twice/week,30-60 minutes,Brisk,0,0,1,,0,,,,Occasionally
grlsYY4P3MXX,0,2013-01,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsYY4P3MXX,1,2014-03,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsYY4P3MXX,2,2015-04,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsYYGBVB22,0,2014-08,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsYYGBVB22,1,2015-08,Very active,Less than once/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsYYIG2ESS,0,2013-06,Moderate,More than once a day,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsYYIG2ESS,1,2014-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYYIG2ESS,2,2015-05,Moderate,More than once a day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsYYKL9EMM,0,2013-02,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsYYKL9EMM,1,2014-03,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYYKL9EMM,2,2015-04,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsYZBOJSS,0,2013-12,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsYZBOJSS,1,2014-11,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsYZBOJSS,2,2015-11,Very active,Once/day,10-30 minutes,Average,0,0,1,,0,,,,Occasionally
grlsZ03WC1OO,0,2012-05,Very active,Once or twice/week,30-60 minutes,Average,0,1,1,,0,,,,Occasionally
grlsZ03WC1OO,1,2013-06,Moderate,Once/day,30-60 minutes,Average,0,1,1,,0,,,,Occasionally
grlsZ03WC1OO,2,2014-04,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZ0DXVXEE,0,2014-05,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZ0DXVXEE,1,2015-05,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZ0DXVXEE,2,2016-05,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ0ZH7TLL,0,2012-12,Moderate,Once or twice/week,10-30 minutes,Slow,1,1,0,,0,,,,Occasionally
grlsZ1000A99,0,2013-11,Very active,Once/day,10-30 minutes,Average,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ1000A99,1,2014-11,Moderate,Once/day,30-60 minutes,Brisk,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ1000A99,2,2015-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ11BDK33,0,2014-01,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ11BDK33,1,2015-01,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZ11BDK33,2,2016-02,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grlsZ2WGKQQ,0,2014-08,Moderate,Once/day,30-60 minutes,Average,1,1,1,,0,,,,Occasionally
grlsZ2WGKQQ,1,2016-01,Moderate,Once/day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsZ34975II,0,2014-03,Very active,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZ34975II,2,2016-06,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ36Y96YY,0,2012-09,Very active,More than once a day,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsZ36Y96YY,1,2013-08,Moderate,Once/day,10-30 minutes,Average,0,0,1,,0,,,,Occasionally
grlsZ36Y96YY,2,2014-11,Moderate,Once/day,30-60 minutes,Average,0,0,1,,0,,,,Occasionally
grlsZ4DK0WW,0,2014-08,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsZ4DK0WW,1,2015-10,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ4DK0WW,2,2016-09,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsZ4E4WDRR,0,2012-09,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ4E4WDRR,1,2013-10,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZ4E4WDRR,2,2014-09,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ4LXDL66,0,2012-06,Very active,More than once a day,10-30 minutes,Brisk,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ4LXDL66,1,2013-08,Moderate,Once/day,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ4LXDL66,2,2014-09,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ4TIVKHH,0,2014-07,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZ4TIVKHH,1,2015-07,Moderate,Less than once/month,10-30 minutes,Brisk,0,0,1,,0,,,,Frequently
grlsZ4TIVKHH,2,2016-08,Very active,Less than once/month,Less than 10 minutes,Brisk,0,0,0,trip to veterinary office,0,,,,Frequently
grlsZ515TIPP,0,2015-01,Very active,More than once a day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsZ515TIPP,1,2016-01,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZ515TIPP,2,2017-02,Moderate,More than once a day,Greater than 60 minutes,Brisk,0,1,1,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZ57UDDTT,0,2014-12,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsZ57UDDTT,1,2016-01,Very active,Once or twice/week,Greater than 60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZ57UDDTT,2,2016-12,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZ5CC4TRR,0,2014-12,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ5CC4TRR,1,2016-01,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZ5CC4TRR,2,2017-01,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZ5EFYFLL,0,2015-02,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZ5EFYFLL,1,2016-02,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsZ5EFYFLL,2,2017-02,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ5F856UU,0,2013-05,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ5F856UU,1,2014-06,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZ5F856UU,2,2015-05,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ5R0LUCC,0,2013-01,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ5R0LUCC,1,2015-08,Very active,Once/day,Greater than 60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ5R0LUCC,2,2016-01,Very active,Once/day,Greater than 60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZ621CMM,0,2014-11,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ621CMM,1,2015-11,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ621CMM,2,2016-10,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZ6FMPN22,0,2015-01,Very active,Less than once/week,Less than 10 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZ6FMPN22,1,2016-02,Very active,Less than once/month,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsZ6FMPN22,2,2017-01,Very active,Less than once/month,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsZ6K1S5NN,0,2014-07,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsZ6K1S5NN,2,2016-09,Very active,Less than once/month,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Never
grlsZ6SQAJJ,0,2012-10,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZ6SQAJJ,1,2013-11,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ6SQAJJ,2,2015-01,Very active,Once/day,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsZ75QYATT,0,2014-12,Moderate,Once or twice/week,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Less than once/week,Occasionally
grlsZ75QYATT,1,2016-01,Little,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Less than once/week,Occasionally
grlsZ75QYATT,2,2017-01,Moderate,Once or twice/week,10-30 minutes,Average,1,1,0,,0,,,,Occasionally
grlsZ7H6S6CC,0,2013-02,Very active,Once or twice/week,Less than 10 minutes,Brisk,0,0,1,,0,,,,Frequently
grlsZ7HINTCC,0,2015-01,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsZ7HINTCC,1,2015-12,Moderate,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsZ7HINTCC,2,2017-01,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZ7KMZN00,0,2013-08,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Never
grlsZ7KMZN00,1,2014-09,Moderate,Once/day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsZ7KMZN00,2,2015-09,Moderate,Once/day,10-30 minutes,Brisk,1,1,1,,0,,,,Never
grlsZ7OXSYCC,0,2013-11,Very active,More than once a day,10-30 minutes,Brisk,1,0,0,,0,,,,Frequently
grlsZ7OXSYCC,1,2014-12,Moderate,Once/day,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZ7OXSYCC,2,2015-12,Moderate,More than once a day,10-30 minutes,Average,1,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZ7XH7B66,0,2013-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ7XH7B66,2,2016-07,Moderate,Less than once/month,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ8LP0TYY,0,2013-03,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZ8LP0TYY,1,2014-02,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZ8LP0TYY,2,2015-02,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Occasionally
grlsZ941ZF66,0,2014-03,Very active,More than once a day,10-30 minutes,Jog,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ941ZF66,1,2015-03,Moderate,Never,,,0,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ941ZF66,2,2016-04,Very active,Less than once/week,10-30 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZ98DSXLL,0,2013-11,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ98DSXLL,1,2014-10,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ98DSXLL,2,2015-11,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZ9ZG3LTT,0,2012-12,Very active,Less than once/week,10-30 minutes,Slow,1,1,0,,0,,,,Occasionally
grlsZA4J55FF,0,2013-11,Very active,More than once a day,10-30 minutes,Average,1,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZA4J55FF,1,2014-12,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZA4J55FF,2,2015-12,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZBL5PYTT,0,2014-02,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZBL5PYTT,1,2015-10,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZBL5PYTT,2,2016-10,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZBP6UW00,0,2014-07,Moderate,Less than once/week,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsZBP6UW00,1,2015-08,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsZBW8ZKLL,0,2015-01,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,1,,0,,,,Occasionally
grlsZBW8ZKLL,1,2015-12,Very active,Less than once/month,Less than 10 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZBW8ZKLL,2,2017-01,Moderate,Less than once/week,Less than 10 minutes,Average,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grlsZDNNLXDD,0,2013-11,Moderate,More than once a day,30-60 minutes,Brisk,1,1,0,,0,,,,Frequently
grlsZEZIUU99,0,2013-08,Moderate,Once/day,10-30 minutes,Average,1,1,0,,0,,,,Occasionally
grlsZEZIUU99,1,2014-10,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZEZIUU99,2,2015-09,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZF39RYXX,0,2014-10,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZF39RYXX,1,2015-10,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZF39RYXX,2,2016-10,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZF3EC6BB,0,2014-06,Moderate,Never,,,0,0,0,,0,,,,Frequently
grlsZF3EC6BB,1,2015-10,Moderate,Less than once/month,Less than 10 minutes,Average,0,0,0,class or vet,0,,,,Occasionally
grlsZF3EC6BB,2,2016-10,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZF5SKMXX,0,2013-02,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZF5SKMXX,1,2014-01,Very active,Once/day,10-30 minutes,Brisk,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZF5SKMXX,2,2015-04,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZFDTT5QQ,0,2014-09,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZFDTT5QQ,1,2015-08,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZFDTT5QQ,2,2016-08,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZFS305DD,0,2014-05,Moderate,Once or twice/week,Less than 10 minutes,Average,0,0,1,,0,,,,Frequently
grlsZFS305DD,1,2015-05,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsZFS305DD,2,2016-05,Very active,Once/day,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsZGWS2Z33,0,2012-06,Moderate,Once or twice/week,Greater than 60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZGWS2Z33,1,2013-08,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
